Title,Author.Year,Lat,Long,Crop_Type,Crop_TypeMaize,Crop_TypeRice,Crop_TypeWheat,Tmp,Prec,BD,Clay,SOC,pH,Fertilizer,FertilizerAN,FertilizerMA,FertilizerO,FertilizerU,FertilizerEEF,Tillage practice,Irrigation,Fertilizer placement,Nrate,EF,Management,Continent
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.47,-84.27,Maize,1,0,0,0.199386646,-0.164709086,0.815695731,-0.10335676,0.013873989,-0.313168239,U,0,0,0,1,0,1,0,1,-1.007819243,0.21,,North America
"Effects of the Applied Amount of Wheat Straw on Methane, Carbon Dioxide, Nitrous Oxide, and Nitric Oxide Fluxes of a Bare Soil in South Shanxi","Meng et al., 2012",34.92,110.72,Maize,1,0,0,0.857403166,-0.645677765,0.815695731,-0.499760731,-0.464084927,2.125599928,MA,0,1,0,0,0,1,1,1,-0.196757908,0.23,,Asia
Nitrous oxide emissions from fertilized upland fields in Thailand,"Watanabe et al., 2000",16.48,102.83,Maize,1,0,0,1.383816382,-0.016410409,0.815695731,-0.188855655,-0.703064385,-1.822881867,U,0,0,0,1,0,1,0,1,-1.17003151,0.24,,Asia
Nitrous Oxide Fluxes from Manure-Amended Soil under Maize,"Lessard et al., 1996",45.37,-75.72,Maize,1,0,0,-1.050844743,0.709050682,-1.054568357,0.215320942,0.611322634,-1.242222779,MA,0,1,0,0,0,1,1,1,-0.142687152,0.24,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.52,-83.64,Maize,1,0,0,-0.195423266,-0.128636435,-1.054568357,-0.445352343,1.686730195,0.848149936,U,0,0,0,1,0,1,0,1,-1.494456044,0.24,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.52,-83.64,Maize,1,0,0,-0.195423266,-0.128636435,-1.054568357,-0.445352343,1.686730195,0.848149936,U,0,0,0,1,0,1,0,1,-0.034545641,0.24,,North America
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,0.815695731,0.74385957,-0.344595198,0.964281753,O,0,0,1,0,0,1,1,1,0.441277009,1.39,,North America
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,0.815695731,0.74385957,-0.344595198,0.964281753,O,0,0,1,0,0,1,1,1,-0.531996593,1.77,,North America
"The effect of urea and pig slurry fertilization on denitrification, direct nitrous oxide emission, volatile fatty acids, water-soluble carbon and anthrone-reactive carbon in maize-cropped soil from the Po plain (Modena, Italy)","Arcara et al., 1999",44.78,11.03,Maize,1,0,0,0.150035407,-0.224830171,-0.119436313,0.02100527,-0.703064385,0.848149936,MA,0,1,0,0,0,1,0,0,2.885275166,0.26,,Europe
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,0.561295732,-1.451300303,-1.989700401,1.668802169,-0.464084927,-1.242222779,EEF,0,0,1,0,1,1,0,0,-1.115960755,0.17,,Asia
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.23,1.06,Maize,1,0,0,-0.442179461,-1.415227653,0.815695731,-0.655213268,-0.583574656,-0.893827327,MA,0,1,0,0,0,0,0,0,-0.034545641,0.27,,Europe
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,0.561295732,-1.451300303,-1.989700401,1.668802169,-0.464084927,-1.242222779,EEF,0,0,1,0,1,1,0,0,-1.5485268,0.18,,Asia
"The effect of urea and pig slurry fertilization on denitrification, direct nitrous oxide emission, volatile fatty acids, water-soluble carbon and anthrone-reactive carbon in maize-cropped soil from the Po plain (Modena, Italy)","Arcara et al., 1999",44.78,11.03,Maize,1,0,0,0.150035407,-0.224830171,-0.119436313,0.02100527,-0.703064385,0.848149936,MA,0,1,0,0,0,1,0,0,0.45209116,0.28,,Europe
Nitrous oxide emissions from Mollisols as affected by long-term applications of organic amendments and chemical fertilizers,"Li et al., 2013",47.43,126.63,Maize,1,0,0,0.034882516,0.071767182,-0.119436313,-0.033403118,1.806219924,-1.126090962,MA,0,1,0,0,0,1,0,0,-0.358970175,0.28,,Oceania
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Maize,1,0,0,-0.65603483,0.007638025,0.815695731,-0.888392075,-0.225105469,-0.429300057,AN,1,0,0,0,0,1,0,1,-0.683394709,0.29,,Europe
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,0.561295732,-1.451300303,-1.989700401,1.668802169,-0.464084927,-1.242222779,EEF,0,0,1,0,1,1,0,0,-0.683394709,0.18,,Asia
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.52,-83.64,Maize,1,0,0,-0.195423266,-0.128636435,-1.054568357,-0.445352343,1.686730195,0.848149936,U,0,0,0,1,0,1,0,1,-0.521182442,0.29,,North America
Tillage and inorganic nitrogen source effects on nitrous oxide emissions from irrigated cropping systems,"Halvorson et al., 2010",40.65,-104.98,Maize,1,0,0,-0.507981113,-0.810008731,0.815695731,-0.111129387,-0.225105469,0.848149936,U,0,0,0,1,0,0,1,1,0.679188334,0.29,,North America
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,1.219312252,0.41245333,-1.989700401,1.668802169,-0.464084927,-1.242222779,EEF,0,0,1,0,1,1,0,0,-1.115960755,0.21,,Asia
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,1.219312252,0.41245333,-1.989700401,1.668802169,-0.464084927,-1.242222779,EEF,0,0,1,0,1,1,0,0,-1.5485268,0.21,,Asia
Nitrous oxide emissions from a rainfed-cultivated black soil in Northeast China: effect of fertilization and maize crop,"Ni et al., 2012",45.68,126.62,Maize,1,0,0,0.232287472,-0.064507277,-0.119436313,-0.033403118,0.133363718,0.267490848,U,0,0,0,1,0,1,0,1,0.45209116,0.3,,Oceania
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.23,1.06,Maize,1,0,0,-0.442179461,-1.415227653,0.815695731,-0.655213268,-0.583574656,-0.893827327,MA,0,1,0,0,0,1,0,0,-0.034545641,0.31,,Europe
Nitrogen Fertilization Effects on Methane and Nitrous Oxide Emissions from Wetland Rice Fields of Central Vietnam,"Hoa et al., 2018",16.47,107.52,Rice,0,1,0,1.219312252,0.41245333,-1.989700401,1.668802169,-0.464084927,-1.242222779,EEF,0,0,1,0,1,1,0,0,-0.683394709,0.22,,Asia
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",51.95,5.66,Maize,1,0,0,-0.705386069,0.204033569,0.815695731,-1.665654763,3.001117214,0.499754483,MA,0,1,0,0,0,1,0,1,-0.856421127,0.32,,Europe
"Nitrous oxide emission as affected by tillage, corn-soybean-alfalfa rotations and nitrogen fertilization","MacKenzie et al., 1997",45.13,-74,Maize,1,0,0,-0.705386069,1.354350328,-0.119436313,1.054764646,0.491832905,-0.777695509,AN,1,0,0,0,0,1,0,0,-1.007819243,0.32,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.41,-85.37,Maize,1,0,0,0.396791602,-0.333048123,0.815695731,-0.10335676,0.252853447,-0.313168239,U,0,0,0,1,0,1,0,1,-1.007819243,0.32,,North America
Nitrogen Source Effects on Soil Nitrous Oxide Emissions from Strip-Till Corn,"Halvorson et al, 2011",40.65,-105,Maize,1,0,0,-0.557332352,-0.741871501,0.815695731,-0.111129387,-0.225105469,0.848149936,O,0,0,1,0,0,1,1,1,0.203365684,0.03,,North America
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.294125744,-1.102598011,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,0,1,1,-0.531996593,0.19,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.41,-85.37,Maize,1,0,0,0.396791602,-0.333048123,0.815695731,-0.10335676,0.252853447,-0.313168239,U,0,0,0,1,0,1,0,1,-0.521182442,0.35,,North America
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.23,1.06,Maize,1,0,0,-0.261224918,-1.447292231,0.815695731,-0.655213268,-0.583574656,-0.893827327,MA,0,1,0,0,0,1,0,0,-1.591783405,0.36,,Europe
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.45,-83.65,Maize,1,0,0,-0.047369549,-0.509403306,-1.054568357,-0.445352343,0.969791821,0.732018118,U,0,0,0,1,0,1,0,1,-0.521182442,0.36,,North America
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.294125744,-1.102598011,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,0,1,1,-1.256544719,0.25,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.52,-83.64,Maize,1,0,0,-0.195423266,-0.128636435,-1.054568357,-0.445352343,1.686730195,0.848149936,U,0,0,0,1,0,1,0,1,0.45209116,0.37,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.45,-83.65,Maize,1,0,0,-0.047369549,-0.509403306,-1.054568357,-0.445352343,0.969791821,0.732018118,U,0,0,0,1,0,1,0,1,-0.034545641,0.37,,North America
Study of impacts of amendant plant residues on the emission of greenhouse gases and NO from typical saline soil,"Liang, 2009",34.92,110.72,Maize,1,0,0,0.857403166,-0.633653548,1.750827774,-0.888392075,-0.583574656,1.312677206,MA,0,1,0,0,0,1,1,1,-1.505270196,0.39,,Asia
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.294125744,-1.102598011,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,1,1,1,-0.531996593,0.25,,North America
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Maize,1,0,0,0.692899036,0.897430082,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.722444939,0.41,,Asia
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.294125744,-1.102598011,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,0,1,1,0.679188334,0.26,,North America
Denitrification from Soils of a Year-Round Forage Production System Fertilized with Liquid Dairy Manure,"Lowrance et al., 1998",32.12,-81.1,Maize,1,0,0,0.232287472,0.143912484,0.815695731,-0.686303776,-0.583574656,-1.822881867,MA,0,1,0,0,0,1,1,0,6.691856366,0.41,,South America
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.294125744,-1.102598011,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,1,1,1,-1.256544719,0.3,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.41,-85.37,Maize,1,0,0,0.396791602,-0.333048123,0.815695731,-0.10335676,0.252853447,-0.313168239,U,0,0,0,1,0,1,0,1,-0.034545641,0.42,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.41,-85.37,Maize,1,0,0,0.16648582,-0.353088485,0.815695731,-0.10335676,0.730812363,-0.080904604,U,0,0,0,1,0,1,0,1,-0.034545641,0.42,,North America
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.294125744,-1.102598011,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,1,1,1,0.679188334,0.42,,North America
Effects of different fertilization on N2O emission in brown field,"Yang et al., 2007",41.83,123.57,Maize,1,0,0,0.150035407,0.600832729,0.815695731,-0.111129387,-0.942043843,-0.429300057,U,0,0,0,1,0,1,0,0,-0.034545641,0.43,,Oceania
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Maize,1,0,0,0.627097384,0.845325142,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.722444939,0.44,,Asia
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.721836482,-0.272927038,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,0,1,1,-0.531996593,0.46,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.47,-84.27,Maize,1,0,0,0.199386646,-0.164709086,0.815695731,-0.10335676,0.013873989,-0.313168239,U,0,0,0,1,0,1,0,1,-0.521182442,0.44,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.45,-83.65,Maize,1,0,0,-0.047369549,-0.509403306,-1.054568357,-0.445352343,0.969791821,0.732018118,U,0,0,0,1,0,1,0,1,-1.007819243,0.44,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.47,-84.27,Maize,1,0,0,0.199386646,-0.164709086,0.815695731,-0.10335676,0.013873989,-0.313168239,U,0,0,0,1,0,1,0,1,0.45209116,0.44,,North America
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.721836482,-0.272927038,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,1,1,1,-0.531996593,0.46,,North America
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.721836482,-0.272927038,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,0,1,1,0.679188334,0.61,,North America
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.721836482,-0.272927038,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,1,1,1,-1.256544719,0.63,,North America
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.721836482,-0.272927038,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,1,1,1,0.679188334,0.65,,North America
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Maize,1,0,0,0.692899036,0.897430082,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,-0.358970175,0.47,,Asia
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Maize,1,0,0,0.890303992,1.141922494,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.722444939,0.47,,Asia
"Nitrogen, Tillage, and Crop Rotation Effects on Nitrous Oxide Emissions from Irrigated Cropping Systems","Halvorson et al., 2008",40.73,-104.98,Maize,1,0,0,-0.721836482,-0.272927038,-0.119436313,0.821585839,-0.583574656,0.383622666,O,0,0,1,0,0,0,1,1,-1.256544719,0.73,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.52,-83.64,Maize,1,0,0,-0.195423266,-0.128636435,-1.054568357,-0.445352343,1.686730195,0.848149936,U,0,0,0,1,0,1,0,1,-1.007819243,0.47,,North America
Nitrous oxide and methane fluxes in South Brazilian Gleysol as affected by nitrogen,"Zanatta et al., 2010",-30.07,-51.13,Maize,1,0,0,0.396791602,-1.46332452,0.815695731,-0.515305984,-0.703064385,-2.17127732,O,0,0,1,0,0,0,0,0,-0.358970175,0.72,,South America
"Nitrous oxide emission as affected by tillage, corn-soybean-alfalfa rotations and nitrogen fertilization","MacKenzie et al., 1997",45.64,-72.9,Maize,1,0,0,-0.787638134,1.354350328,-0.119436313,3.697457785,1.806219924,-0.197036422,O,0,0,1,0,0,1,0,0,-0.034545641,0.27,,North America
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,1.210217183,-0.942043843,-0.313168239,AN,1,0,0,0,0,1,0,0,-0.759093767,0.48,,Europe
"Nitrous oxide emission as affected by tillage, corn-soybean-alfalfa rotations and nitrogen fertilization","MacKenzie et al., 1997",45.64,-72.9,Maize,1,0,0,-0.787638134,1.354350328,-0.119436313,3.697457785,1.806219924,-0.197036422,O,0,0,1,0,0,1,0,0,-1.007819243,0.29,,North America
Nitrous oxide emission from a sandy loam Inceptisol under irrigated wheat in India as influenced by different nitrification inhibitors,"Majumdar et al., 2002",28.67,77.2,Wheat,0,0,1,1.038357709,1.157954783,-0.119436313,-0.087811506,-1.181023301,1.428809023,O,0,0,1,0,0,1,1,0,-0.683394709,0.37,,Asia
Nitrous Oxide Emissions from Agricultural Toposequences in Alberta and Saskatchewan,"Izaurralde et al., 2004",50,-107,Wheat,0,0,1,-0.869890199,-0.922234756,-0.119436313,0.899312108,0.013873989,0.732018118,EEF,0,0,1,0,1,0,0,1,-1.494456044,1.19,,North America
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,-0.195423266,-0.41320957,0.815695731,-0.10335676,-0.464084927,-0.777695509,U,0,0,0,1,0,1,1,1,-0.164315455,0.52,,North America
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,-1.665654763,0.372343176,-0.313168239,AN,1,0,0,0,0,1,0,0,0.181737382,0.53,,Europe
Nonlinear response of N2O flux to incremental fertilizer addition in a continuous maize (Zea mays L.) cropping system,"McSwiney & Robertson et al., 2005",42.4,-85.24,Maize,1,0,0,-0.195423266,-0.41320957,0.815695731,-0.10335676,-0.464084927,-0.777695509,U,0,0,0,1,0,1,1,1,-0.888863581,0.54,,North America
Nitrous Oxide Emissions from Agricultural Toposequences in Alberta and Saskatchewan,"Izaurralde et al., 2004",50,-107,Wheat,0,0,1,-0.869890199,-0.922234756,-0.119436313,0.899312108,0.013873989,0.732018118,EEF,0,0,1,0,1,0,0,1,-0.791536221,1.33,,North America
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,-1.665654763,0.372343176,-0.313168239,MA,0,1,0,0,0,1,0,1,-0.834792825,0.55,,Europe
